,lat,long,mac
0,32.108656,34.805024,E4:B3:18:C3:63:EC
1,32.108685,34.80497,E4:B3:18:C3:63:E2
2,32.108789,34.805044,E4:B3:18:C3:62:A2
3,32.108811,34.805134,E4:B3:18:9F:BF:BE
4,32.108916,34.805137,E4:B3:18:9F:BF:B9
5,32.108875,34.805221,E4:B3:18:9F:BF:AA
6,32.108922,34.805317,E4:B3:18:9F:BF:9B
7,32.108779,34.805221,E4:B3:18:9F:C1:94
8,32.108862,34.805421,E4:B3:18:9F:C0:4F
9,32.108791,34.805367,E4:B3:18:9F:C0:31
10,32.108727,34.805317,E4:B3:18:C3:62:D9
