,alt,lat,long,time,trajIndex
0,0.0,32.114404396395315,34.80357381339569,0,0
1,0.0,32.114395796439744,34.8035845142311,1,0
2,0.0,32.114401168287095,34.80359780989075,2,0
3,0.0,32.11439154686274,34.80360723390802,3,0
4,0.0,32.114384814411224,34.80361964510742,4,0
5,0.0,32.114387412020655,34.80363404293858,5,0
6,0.0,32.11438884931734,34.80364866350596,6,0
7,0.0,32.11437654091574,34.80365139529834,7,0
8,0.0,32.114365077215886,34.803657326974125,8,0
9,0.0,32.11436142939772,34.803671406830304,9,0
10,0.0,32.11435706274709,34.8036852013528,10,0
11,0.0,32.11434524193872,34.80369007016041,11,0
12,0.0,32.114333493327045,34.80369517451999,12,0
13,0.0,32.11434027201154,34.80370755092172,13,0
14,0.0,32.11433553521327,34.80372117578159,14,0
15,0.0,32.114324022186736,34.80372697406337,15,0
16,0.0,32.11431154316174,34.80372824837549,16,0
17,0.0,32.1143011598253,34.8037364806085,17,0
18,0.0,32.11428873681363,34.80373836462961,18,0
19,0.0,32.11427729941058,34.803732363286244,19,0
20,0.0,32.11426634676998,34.80373950474726,20,0
21,0.0,32.11425384527144,34.803740426065986,21,0
22,0.0,32.11424131946424,34.803740520542746,22,0
23,0.0,32.11424149488713,34.80372580423196,23,0
24,0.0,32.114229178375155,34.80372848508162,24,0
25,0.0,32.11422180059178,34.80371659112118,25,0
26,0.0,32.11421649986757,34.80370325613674,26,0
27,0.0,32.11420534140415,34.80369656901923,27,0
28,0.0,32.11419388661499,34.803702524402716,28,0
29,0.0,32.11418363006275,34.803694075607496,29,0
30,0.0,32.114184226410885,34.80367937455147,30,0
31,0.0,32.11417242085612,34.80368429417971,31,0
32,0.0,32.11416183582444,34.80369216379212,32,0
33,0.0,32.11415060048848,34.80369867078168,33,0
34,0.0,32.1141412081361,34.803708408576796,34,0
35,0.0,32.11413852958971,34.80369403127229,35,0
36,0.0,32.114132898254326,34.80368088472094,36,0
37,0.0,32.11412216512222,34.803688472344426,37,0
38,0.0,32.114113036796304,34.803678393881135,38,0
39,0.0,32.114112175184246,34.80366371100703,39,0
40,0.0,32.11410789308551,34.80364987997772,40,0
41,0.0,32.114107373401026,34.80363517491711,41,0
42,0.0,32.114107400014724,34.80362045721768,42,0
43,0.0,32.1141067122692,34.80360576168569,43,0
44,0.0,32.11410423219342,34.80359133531449,44,0
45,0.0,32.11411549945446,34.80358490498882,45,0
46,0.0,32.11411045025211,34.80357143593928,46,0
47,0.0,32.11411964870474,34.803561445887404,47,0
48,0.0,32.11411801591169,34.80354685372716,48,0
49,0.0,32.11411968773937,34.80353226767023,49,0
50,0.0,32.11411252739878,34.803520191653796,50,0
51,0.0,32.11412497313802,34.80351852755104,51,0
52,0.0,32.114137201126404,34.80351533591152,52,0
53,0.0,32.11413268058044,34.8035016100329,53,0
54,0.0,32.11412441294596,34.803490553549274,54,0
55,0.0,32.114135671413855,34.80348410199484,55,0
56,0.0,32.114125223674094,34.80347598304948,56,0
57,0.0,32.11411558835756,34.8034665786752,57,0
58,0.0,32.11411178547721,34.80345255561233,58,0
59,0.0,32.11411024499877,34.803437949602554,59,0
60,0.0,32.1141123180443,34.8034234348263,60,0
61,0.0,32.11412333127387,34.80341642319731,61,0
62,0.0,32.11413538282494,34.80341241064287,62,0
63,0.0,32.114147809414725,34.80341055948579,63,0
64,0.0,32.11415505388901,34.80339855293961,64,0
65,0.0,32.114166043837166,34.803391491056495,65,0
66,0.0,32.11416163433186,34.80337771539619,66,0
67,0.0,32.11417046694776,34.803367279498445,67,0
68,0.0,32.11418290711436,34.803365558832176,68,0
69,0.0,32.11418005333678,34.803351228140826,69,0
70,0.0,32.11417016534881,34.80334219309152,70,0
71,0.0,32.11417902303298,34.80333178656691,71,0
72,0.0,32.11417901051456,34.803317068830104,72,0
73,0.0,32.11417820604964,34.803302381470004,73,0
74,0.0,32.114183240769194,34.80328890492803,74,0
75,0.0,32.114174952926355,34.80327786934526,75,0
76,0.0,32.11418395761745,34.80326763848112,76,0
77,0.0,32.11419232778989,34.80325668901748,77,0
78,0.0,32.11418177986694,34.803248750914506,78,0
79,0.0,32.114185213595746,34.803234596953615,79,0
80,0.0,32.1141731560048,34.80323060952631,80,0
81,0.0,32.1141650692297,34.80321936989095,81,0
82,0.0,32.11417010899124,34.80320589595292,82,0
83,0.0,32.11416113836466,34.80319562386011,83,0
84,0.0,32.11414960798143,34.80318987339997,84,0
85,0.0,32.11414482089996,34.80317627285211,85,0
86,0.0,32.11414648859248,34.803161686137415,86,0
87,0.0,32.11415827860868,34.80315671533283,87,0
88,0.0,32.114163558161415,34.803143368766655,88,0
89,0.0,32.114173860213604,34.803134996746586,89,0
90,0.0,32.11418249381666,34.80312433340772,90,0
91,0.0,32.11419181263136,34.8031144985541,91,0
92,0.0,32.11420064113053,34.80310405784498,92,0
93,0.0,32.11420011976797,34.80308935285151,93,0
94,0.0,32.11418852770082,34.803094929477425,94,0
95,0.0,32.11417614752449,34.80309268976595,95,0
96,0.0,32.11416455959081,34.80309827823786,96,0
97,0.0,32.11415353650047,34.80309128803076,97,0
98,0.0,32.1141420492375,34.803097156422545,98,0
99,0.0,32.11412953447557,34.80309653130956,99,0
100,0.0,32.11411724490762,34.80309937775153,100,0
101,0.0,32.11410486877629,34.80309710738763,101,0
102,0.0,32.11411310063902,34.80308601411931,102,0
103,0.0,32.114124035364675,34.80309319336944,103,0
104,0.0,32.1141365355632,34.803092248009335,104,0
105,0.0,32.114148737531636,34.80309557428876,105,0
106,0.0,32.11416021679876,34.803101464241834,106,0
107,0.0,32.11417240910975,34.80310483905719,107,0
108,0.0,32.11418488506468,34.80310352389759,108,0
109,0.0,32.11419589030042,34.80309649495679,109,0
110,0.0,32.11420298633907,34.803108623271065,110,0
111,0.0,32.114214718824265,34.803113778578194,111,0
112,0.0,32.1142230998337,34.8031247165953,112,0
113,0.0,32.11422801594083,34.80311117972648,113,0
114,0.0,32.11423367794461,34.803124308093345,114,0
115,0.0,32.114245254551726,34.80312992888368,115,0
116,0.0,32.11425707137093,34.803134811036955,116,0
117,0.0,32.114269466398206,34.80313268774797,117,0
118,0.0,32.11428110270744,34.80312723980813,118,0
119,0.0,32.114288090970526,34.80311502539511,119,0
120,0.0,32.11429124194123,34.803100780904984,120,0
121,0.0,32.11457455856941,34.80341847470576,0,1
122,0.0,32.11458398504005,34.80342816692529,1,1
123,0.0,32.11457202629003,34.80343254606584,2,1
124,0.0,32.11457631328516,34.80344637507083,3,1
125,0.0,32.114586015081,34.80345568465641,4,1
126,0.0,32.11457419857027,34.803450801457075,5,1
127,0.0,32.11458531398193,34.80345758686385,6,1
128,0.0,32.114572855508335,34.80345911375707,7,1
129,0.0,32.11456041381749,34.80345740837373,8,1
130,0.0,32.11455634699518,34.80344348786501,9,1
131,0.0,32.11454403222386,34.80344617973696,10,1
132,0.0,32.114536125477,34.80345759487837,11,1
133,0.0,32.11452362603754,34.80345663577248,12,1
134,0.0,32.11451111440781,34.803457342145364,13,1
135,0.0,32.11449859516295,34.803457827747415,14,1
136,0.0,32.11449381958306,34.80344422156689,15,1
137,0.0,32.11448755631834,34.80345696739292,16,1
138,0.0,32.114479988142314,34.80344523970963,17,1
139,0.0,32.11447149909895,34.80345606212862,18,1
