44:85:00:c5:6a:fc	1496391829995909	40	0	0	0	0	-73	0	0	SUCCESS	853426525909
44:85:00:c5:69:da	1496391830420765	0	0	0	0	0	0	0	0	FAILURE	853426950764
44:85:00:c5:6b:74	1496391830420758	0	0	0	0	0	0	0	0	FAILURE	853426950758
44:85:00:c5:6b:83	1496391830420758	0	0	0	0	0	0	0	0	FAILURE	853426950758
e4:b3:18:c3:63:15	1496391830420774	0	0	0	0	0	0	0	0	FAILURE	853426950774
e4:b3:18:9f:bf:a5	1496391830457546	82	0	0	0	0	3018	0	0	SUCCESS	853426987546
e4:b3:18:9f:c1:8a	1496391830867473	0	0	0	0	0	0	0	0	FAILURE	853427397473
e4:b3:18:9f:bf:91	1496391830597939	81	0	0	0	0	3819	0	0	SUCCESS	853427127939
44:85:00:c5:6b:6f	1496391830867466	0	0	0	0	0	0	0	0	FAILURE	853427397466
e4:b3:18:9f:c1:53	1496391830867463	0	0	0	0	0	0	0	0	FAILURE	853427397463
44:85:00:c5:6b:7e	1496391831539529	0	0	0	0	0	0	0	0	FAILURE	853428069529
44:85:00:c5:6a:e8	1496391831539526	0	0	0	0	0	0	0	0	FAILURE	853428069526
e4:b3:18:9f:c0:d6	1496391831539522	0	0	0	0	0	0	0	0	FAILURE	853428069522
44:85:00:c5:6a:de	1496391831539517	0	0	0	0	0	0	0	0	FAILURE	853428069516
44:85:00:c5:6b:10	1496391831539514	0	0	0	0	0	0	0	0	FAILURE	853428069514
e4:b3:18:9f:bf:f5	1496391831701302	0	0	0	0	0	0	0	0	FAILURE	853428231302
44:85:00:c5:6a:fc	1496391832731179	39	0	0	0	0	41	0	0	SUCCESS	853429261179
44:85:00:c5:69:da	1496391833139525	0	0	0	0	0	0	0	0	FAILURE	853429669525
44:85:00:c5:6b:74	1496391832871524	83	0	0	0	0	1022	0	0	SUCCESS	853429401524
44:85:00:c5:6b:83	1496391833139513	0	0	0	0	0	0	0	0	FAILURE	853429669513
e4:b3:18:c3:63:15	1496391833139511	0	0	0	0	0	0	0	0	FAILURE	853429669511
e4:b3:18:9f:bf:a5	1496391833175783	79	0	0	0	0	3184	0	0	SUCCESS	853429705782
e4:b3:18:9f:c1:8a	1496391833594690	0	0	0	0	0	0	0	0	FAILURE	853430124690
e4:b3:18:9f:bf:91	1496391833326220	84	0	0	0	0	3701	0	0	SUCCESS	853429856220
44:85:00:c5:6b:6f	1496391833594622	0	0	0	0	0	0	0	0	FAILURE	853430124622
e4:b3:18:9f:c1:53	1496391833594620	0	0	0	0	0	0	0	0	FAILURE	853430124620
44:85:00:c5:6b:7e	1496391834269318	0	0	0	0	0	0	0	0	FAILURE	853430799317
44:85:00:c5:6a:e8	1496391834269313	0	0	0	0	0	0	0	0	FAILURE	853430799313
e4:b3:18:9f:c0:d6	1496391834269312	0	0	0	0	0	0	0	0	FAILURE	853430799312
44:85:00:c5:6a:de	1496391834269310	0	0	0	0	0	0	0	0	FAILURE	853430799310
44:85:00:c5:6b:10	1496391834269307	0	0	0	0	0	0	0	0	FAILURE	853430799307
e4:b3:18:9f:bf:f5	1496391834414859	0	0	0	0	0	0	0	0	FAILURE	853430944859
44:85:00:c5:6a:fc	1496391835442478	45	0	0	0	0	87	0	0	SUCCESS	853431972478
44:85:00:c5:69:da	1496391835734726	0	0	0	0	0	0	0	0	FAILURE	853432264726
44:85:00:c5:6b:74	1496391835582751	81	0	0	0	0	1172	0	0	SUCCESS	853432112751
44:85:00:c5:6b:83	1496391835595135	83	0	0	0	0	2108	0	0	SUCCESS	853432125135
e4:b3:18:c3:63:15	1496391835734707	0	0	0	0	0	0	0	0	FAILURE	853432264707
e4:b3:18:9f:bf:a5	1496391835773092	83	0	0	0	0	3308	0	0	SUCCESS	853432303092
e4:b3:18:9f:c1:8a	1496391836296761	0	0	0	0	0	0	0	0	FAILURE	853432826761
e4:b3:18:9f:bf:91	1496391836296758	0	0	0	0	0	0	0	0	FAILURE	853432826758
44:85:00:c5:6b:6f	1496391836296754	0	0	0	0	0	0	0	0	FAILURE	853432826754
e4:b3:18:9f:c1:53	1496391836296750	0	0	0	0	0	0	0	0	FAILURE	853432826750
44:85:00:c5:6b:7e	1496391836974991	0	0	0	0	0	0	0	0	FAILURE	853433504991
44:85:00:c5:6a:e8	1496391836974985	0	0	0	0	0	0	0	0	FAILURE	853433504985
e4:b3:18:9f:c0:d6	1496391836974982	0	0	0	0	0	0	0	0	FAILURE	853433504982
44:85:00:c5:6a:de	1496391836974976	0	0	0	0	0	0	0	0	FAILURE	853433504976
44:85:00:c5:6b:10	1496391836975002	0	0	0	0	0	0	0	0	FAILURE	853433505002
e4:b3:18:9f:bf:f5	1496391837140324	0	0	0	0	0	0	0	0	FAILURE	853433670324
44:85:00:c5:6a:fc	1496391838170744	46	0	0	0	0	96	0	0	SUCCESS	853434700744
44:85:00:c5:69:da	1496391838578486	0	0	0	0	0	0	0	0	FAILURE	853435108486
44:85:00:c5:6b:74	1496391838310920	84	0	0	0	0	858	0	0	SUCCESS	853434840920
44:85:00:c5:6b:83	1496391838578469	0	0	0	0	0	0	0	0	FAILURE	853435108469
e4:b3:18:c3:63:15	1496391838578436	0	0	0	0	0	0	0	0	FAILURE	853435108436
e4:b3:18:9f:bf:a5	1496391839255261	0	0	0	0	0	0	0	0	FAILURE	853435785261
e4:b3:18:9f:c1:8a	1496391839255258	0	0	0	0	0	0	0	0	FAILURE	853435785258
e4:b3:18:9f:bf:91	1496391839255255	0	0	0	0	0	0	0	0	FAILURE	853435785255
44:85:00:c5:6b:6f	1496391839255252	0	0	0	0	0	0	0	0	FAILURE	853435785252
e4:b3:18:9f:c1:53	1496391839255245	0	0	0	0	0	0	0	0	FAILURE	853435785244
44:85:00:c5:6b:7e	1496391839926705	0	0	0	0	0	0	0	0	FAILURE	853436456705
44:85:00:c5:6a:e8	1496391839926771	0	0	0	0	0	0	0	0	FAILURE	853436456770
e4:b3:18:9f:c0:d6	1496391839926696	0	0	0	0	0	0	0	0	FAILURE	853436456696
44:85:00:c5:6a:de	1496391839926692	0	0	0	0	0	0	0	0	FAILURE	853436456692
44:85:00:c5:6b:10	1496391839926736	0	0	0	0	0	0	0	0	FAILURE	853436456736
e4:b3:18:9f:bf:f5	1496391840092245	0	0	0	0	0	0	0	0	FAILURE	853436622245
44:85:00:c5:6a:fc	1496391841121595	44	0	0	0	0	89	0	0	SUCCESS	853437651595
44:85:00:c5:69:da	1496391841545217	0	0	0	0	0	0	0	0	FAILURE	853438075217
44:85:00:c5:6b:74	1496391841545214	0	0	0	0	0	0	0	0	FAILURE	853438075214
44:85:00:c5:6b:83	1496391841545211	0	0	0	0	0	0	0	0	FAILURE	853438075211
e4:b3:18:c3:63:15	1496391841545205	0	0	0	0	0	0	0	0	FAILURE	853438075205
e4:b3:18:9f:bf:a5	1496391841594002	86	0	0	0	0	3097	0	0	SUCCESS	853438124002
e4:b3:18:9f:c1:8a	1496391842117607	0	0	0	0	0	0	0	0	FAILURE	853438647607
e4:b3:18:9f:bf:91	1496391842117606	0	0	0	0	0	0	0	0	FAILURE	853438647606
44:85:00:c5:6b:6f	1496391842117602	0	0	0	0	0	0	0	0	FAILURE	853438647602
e4:b3:18:9f:c1:53	1496391842117636	0	0	0	0	0	0	0	0	FAILURE	853438647635
44:85:00:c5:6b:7e	1496391842796282	0	0	0	0	0	0	0	0	FAILURE	853439326282
44:85:00:c5:6a:e8	1496391842796278	0	0	0	0	0	0	0	0	FAILURE	853439326278
e4:b3:18:9f:c0:d6	1496391842796314	0	0	0	0	0	0	0	0	FAILURE	853439326314
44:85:00:c5:6a:de	1496391842796271	0	0	0	0	0	0	0	0	FAILURE	853439326271
44:85:00:c5:6b:10	1496391842796266	0	0	0	0	0	0	0	0	FAILURE	853439326266
e4:b3:18:9f:bf:f5	1496391842961552	0	0	0	0	0	0	0	0	FAILURE	853439491552
44:85:00:c5:6a:fc	1496391843992138	44	0	0	0	0	186	0	0	SUCCESS	853440522138
44:85:00:c5:69:da	1496391844413289	0	0	0	0	0	0	0	0	FAILURE	853440943289
44:85:00:c5:6b:74	1496391844143565	81	0	0	0	0	1108	0	0	SUCCESS	853440673564
44:85:00:c5:6b:83	1496391844413280	0	0	0	0	0	0	0	0	FAILURE	853440943280
e4:b3:18:c3:63:15	1496391844413276	0	0	0	0	0	0	0	0	FAILURE	853440943276
e4:b3:18:9f:bf:a5	1496391845103006	0	0	0	0	0	0	0	0	FAILURE	853441633006
e4:b3:18:9f:c1:8a	1496391845103000	0	0	0	0	0	0	0	0	FAILURE	853441633000
e4:b3:18:9f:bf:91	1496391845102997	0	0	0	0	0	0	0	0	FAILURE	853441632997
44:85:00:c5:6b:6f	1496391845102991	0	0	0	0	0	0	0	0	FAILURE	853441632991
e4:b3:18:9f:c1:53	1496391845102990	0	0	0	0	0	0	0	0	FAILURE	853441632989
44:85:00:c5:6b:7e	1496391845779744	0	0	0	0	0	0	0	0	FAILURE	853442309744
44:85:00:c5:6a:e8	1496391845779737	0	0	0	0	0	0	0	0	FAILURE	853442309737
e4:b3:18:9f:c0:d6	1496391845779734	0	0	0	0	0	0	0	0	FAILURE	853442309734
44:85:00:c5:6a:de	1496391845779730	0	0	0	0	0	0	0	0	FAILURE	853442309730
44:85:00:c5:6b:10	1496391845779725	0	0	0	0	0	0	0	0	FAILURE	853442309725
e4:b3:18:9f:bf:f5	1496391845945785	0	0	0	0	0	0	0	0	FAILURE	853442475785
44:85:00:c5:6a:fc	1496391846975645	46	0	0	0	0	241	0	0	SUCCESS	853443505645
44:85:00:c5:69:da	1496391847499356	0	0	0	0	0	0	0	0	FAILURE	853444029355
44:85:00:c5:6b:74	1496391847499349	0	0	0	0	0	0	0	0	FAILURE	853444029349
44:85:00:c5:6b:83	1496391847499348	0	0	0	0	0	0	0	0	FAILURE	853444029348
e4:b3:18:c3:63:15	1496391847499350	0	0	0	0	0	0	0	0	FAILURE	853444029350
e4:b3:18:9f:bf:a5	1496391848175835	0	0	0	0	0	0	0	0	FAILURE	853444705835
e4:b3:18:9f:c1:8a	1496391848175831	0	0	0	0	0	0	0	0	FAILURE	853444705831
e4:b3:18:9f:bf:91	1496391848175859	0	0	0	0	0	0	0	0	FAILURE	853444705859
44:85:00:c5:6b:6f	1496391848175825	0	0	0	0	0	0	0	0	FAILURE	853444705825
e4:b3:18:9f:c1:53	1496391848175846	0	0	0	0	0	0	0	0	FAILURE	853444705846
44:85:00:c5:6b:7e	1496391848851460	0	0	0	0	0	0	0	0	FAILURE	853445381460
44:85:00:c5:6a:e8	1496391848851451	0	0	0	0	0	0	0	0	FAILURE	853445381451
e4:b3:18:9f:c0:d6	1496391848851448	0	0	0	0	0	0	0	0	FAILURE	853445381448
44:85:00:c5:6a:de	1496391848851442	0	0	0	0	0	0	0	0	FAILURE	853445381441
44:85:00:c5:6b:10	1496391848851439	0	0	0	0	0	0	0	0	FAILURE	853445381439
e4:b3:18:9f:bf:f5	1496391849014992	0	0	0	0	0	0	0	0	FAILURE	853445544992
44:85:00:c5:6a:fc	1496391850045204	51	0	0	0	0	125	0	0	SUCCESS	853446575204
44:85:00:c5:69:da	1496391850470377	0	0	0	0	0	0	0	0	FAILURE	853447000377
44:85:00:c5:6b:74	1496391850470321	0	0	0	0	0	0	0	0	FAILURE	853447000321
44:85:00:c5:6b:83	1496391850470314	0	0	0	0	0	0	0	0	FAILURE	853447000313
e4:b3:18:c3:63:15	1496391850470313	0	0	0	0	0	0	0	0	FAILURE	853447000313
e4:b3:18:9f:bf:a5	1496391851145760	0	0	0	0	0	0	0	0	FAILURE	853447675760
e4:b3:18:9f:c1:8a	1496391851145760	0	0	0	0	0	0	0	0	FAILURE	853447675760
e4:b3:18:9f:bf:91	1496391851145752	0	0	0	0	0	0	0	0	FAILURE	853447675752
44:85:00:c5:6b:6f	1496391851145776	0	0	0	0	0	0	0	0	FAILURE	853447675776
e4:b3:18:9f:c1:53	1496391851145744	0	0	0	0	0	0	0	0	FAILURE	853447675743
44:85:00:c5:6b:7e	1496391851822371	0	0	0	0	0	0	0	0	FAILURE	853448352371
44:85:00:c5:6a:e8	1496391851822425	0	0	0	0	0	0	0	0	FAILURE	853448352425
e4:b3:18:9f:c0:d6	1496391851822361	0	0	0	0	0	0	0	0	FAILURE	853448352361
44:85:00:c5:6a:de	1496391851822355	0	0	0	0	0	0	0	0	FAILURE	853448352355
44:85:00:c5:6b:10	1496391851822352	0	0	0	0	0	0	0	0	FAILURE	853448352352
e4:b3:18:9f:bf:f5	1496391851985439	0	0	0	0	0	0	0	0	FAILURE	853448515438
44:85:00:c5:6a:fc	1496391853014042	49	0	0	0	0	-21	0	0	SUCCESS	853449544042
44:85:00:c5:69:da	1496391853431063	0	0	0	0	0	0	0	0	FAILURE	853449961063
44:85:00:c5:6b:74	1496391853162989	84	0	0	0	0	1015	0	0	SUCCESS	853449692989
44:85:00:c5:6b:83	1496391853431053	0	0	0	0	0	0	0	0	FAILURE	853449961053
e4:b3:18:c3:63:15	1496391853431052	0	0	0	0	0	0	0	0	FAILURE	853449961052
e4:b3:18:9f:bf:a5	1496391853468470	74	0	0	0	0	3316	0	0	SUCCESS	853449998470
e4:b3:18:9f:c1:8a	1496391853500382	85	0	0	0	0	3788	0	0	SUCCESS	853450030382
e4:b3:18:9f:bf:91	1496391853526197	84	0	0	0	0	3771	0	0	SUCCESS	853450056197
44:85:00:c5:6b:6f	1496391853793881	0	0	0	0	0	0	0	0	FAILURE	853450323881
e4:b3:18:9f:c1:53	1496391853793841	0	0	0	0	0	0	0	0	FAILURE	853450323841
44:85:00:c5:6b:7e	1496391854472445	0	0	0	0	0	0	0	0	FAILURE	853451002445
44:85:00:c5:6a:e8	1496391854472438	0	0	0	0	0	0	0	0	FAILURE	853451002438
e4:b3:18:9f:c0:d6	1496391854472432	0	0	0	0	0	0	0	0	FAILURE	853451002432
44:85:00:c5:6a:de	1496391854472430	0	0	0	0	0	0	0	0	FAILURE	853451002430
44:85:00:c5:6b:10	1496391854472427	0	0	0	0	0	0	0	0	FAILURE	853451002427
e4:b3:18:9f:bf:f5	1496391854630689	0	0	0	0	0	0	0	0	FAILURE	853451160689
44:85:00:c5:6a:fc	1496391855662227	38	0	0	0	0	71	0	0	SUCCESS	853452192227
44:85:00:c5:69:da	1496391856069951	0	0	0	0	0	0	0	0	FAILURE	853452599951
44:85:00:c5:6b:74	1496391856069946	0	0	0	0	0	0	0	0	FAILURE	853452599946
44:85:00:c5:6b:83	1496391855930496	83	0	0	0	0	1886	0	0	SUCCESS	853452460496
e4:b3:18:c3:63:15	1496391856069939	0	0	0	0	0	0	0	0	FAILURE	853452599939
e4:b3:18:9f:bf:a5	1496391856109066	81	0	0	0	0	3366	0	0	SUCCESS	853452639065
e4:b3:18:9f:c1:8a	1496391856146444	84	0	0	0	0	3425	0	0	SUCCESS	853452676444
e4:b3:18:9f:bf:91	1496391856161805	82	0	0	0	0	3718	0	0	SUCCESS	853452691805
44:85:00:c5:6b:6f	1496391856430415	0	0	0	0	0	0	0	0	FAILURE	853452960415
e4:b3:18:9f:c1:53	1496391856430413	0	0	0	0	0	0	0	0	FAILURE	853452960413
44:85:00:c5:6b:7e	1496391857106594	0	0	0	0	0	0	0	0	FAILURE	853453636594
44:85:00:c5:6a:e8	1496391857106652	0	0	0	0	0	0	0	0	FAILURE	853453636652
e4:b3:18:9f:c0:d6	1496391857106585	0	0	0	0	0	0	0	0	FAILURE	853453636585
