mac,time,a,b,c,d,e,range,,f,status,g
44:85:00:c5:6b:6f,1496393084026669,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
e4:b3:18:9f:c1:53,1496393084026641,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
44:85:00:c5:6b:7e,1496393084702980,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
44:85:00:c5:6a:e8,1496393084702974,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
e4:b3:18:9f:c0:d6,1496393084702971,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
44:85:00:c5:6a:de,1496393084702965,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
44:85:00:c5:6b:10,1496393084703006,0,0,0,0,0,0,0,0,FAILURE,8.54681E+11
e4:b3:18:9f:bf:f5,1496393084741406,81,0,0,0,0,2047,0,0,SUCCESS,8.54681E+11
44:85:00:c5:6a:fc,1496393086782753,67,0,0,0,0,2382,0,0,SUCCESS,8.54683E+11
44:85:00:c5:69:da,1496393087191247,0,0,0,0,0,0,0,0,FAILURE,8.54684E+11
44:85:00:c5:6b:74,1496393087191244,0,0,0,0,0,0,0,0,FAILURE,8.54684E+11
44:85:00:c5:6b:83,1496393087051544,65,0,0,0,0,92,0,0,SUCCESS,8.54684E+11
e4:b3:18:c3:63:15,1496393087191268,0,0,0,0,0,0,0,0,FAILURE,8.54684E+11
e4:b3:18:9f:bf:a5,1496393087228869,68,0,0,0,0,819,0,0,SUCCESS,8.54684E+11
e4:b3:18:9f:c1:8a,1496393087241164,65,0,0,0,0,1280,0,0,SUCCESS,8.54684E+11
e4:b3:18:9f:bf:91,1496393087253321,72,0,0,0,0,1066,0,0,SUCCESS,8.54684E+11
44:85:00:c5:6b:6f,1496393087521532,0,0,0,0,0,0,0,0,FAILURE,8.54684E+11
e4:b3:18:9f:c1:53,1496393087521501,0,0,0,0,0,0,0,0,FAILURE,8.54684E+11
44:85:00:c5:6b:7e,1496393088198031,0,0,0,0,0,0,0,0,FAILURE,8.54685E+11
44:85:00:c5:6a:e8,1496393088198025,0,0,0,0,0,0,0,0,FAILURE,8.54685E+11
e4:b3:18:9f:c0:d6,1496393088198021,0,0,0,0,0,0,0,0,FAILURE,8.54685E+11
44:85:00:c5:6a:de,1496393088198016,0,0,0,0,0,0,0,0,FAILURE,8.54685E+11
44:85:00:c5:6b:10,1496393088198013,0,0,0,0,0,0,0,0,FAILURE,8.54685E+11
e4:b3:18:9f:bf:f5,1496393088253264,84,0,0,0,0,2086,0,0,SUCCESS,8.54685E+11
44:85:00:c5:6a:fc,1496393090297913,68,0,0,0,0,2470,0,0,SUCCESS,8.54687E+11
